29.825,0,0,0.4567,0.11051,0,0,0,0,0.4685,0,0,0,0.050612,0,0.07285,0,0.013455,0,0.31573,0.18799,0.6131,0.19736,0.40817,0,0.15201,1.3077,0.75182,1.0758,3.664,2.5523,1.3338,0.96242,3.5976,1.0722,0.95396,1.9127,0.64862,2.3124,1.4133,1.1257,0.083112,0.17246,2.3888,3.0522,1.0097,4.1858,0.65612,0.83218,1.3683,2.7338,1.7529,1.712,0.093435,0.87222,1.9514,2.0089,1.0695,2.3601,1.6286,1.2387,0.20654,2.9388,1.7797,0.68352,0.57168,0.83755,0.45113,0.6291,2.4907,0.59307,0.50916,1.5089,0.62369,1.1827,0.87302,0.59477,0.60931,0.64471,3.345,1.0908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2244,0,0,0.9134,0,0,0,0,0,0.43869,0,0,0,0,0,0.008972,0,0,0,0.10419,0,0.02677,0,0.16472,0,0,0.25386,0.11143,0.1826,0.21995,0.15283,0.17606,0.15219,0.010816,0.03545,0.11763,0.17705,0.091303,0.41044,0.19185,0.18705,0,0,0.148,0.14448,0.088279,0.45422,0.1172,0.013048,0.10804,0.51967,0.34856,0.15322,0.07373,0.35014,0.23913,0.51153,0.33587,0.18846,0.31216,0.19804,0,0.056054,0.13206,0.1306,0,0.34874,0.036792,0,0.13459,0.083697,0.46766,0.23817,0,0.1172,0.039043,0,0.23286,0.23779,0.62626,0.25669
0.32579,0,0,0,1.794,0,0,0,0,0.12589,0,0,0,0,0,0.014374,0,0,0,0.024202,0,0.14654,0,2.0741,0,0.019273,0.13523,0.01533,0.22996,0.56417,0.057476,0.16828,0.057702,0.4451,0.015115,0.13287,0.78939,0.024295,0.30426,0.058923,0.083048,0.014028,0.015057,0.030026,0.2216,0.93215,0.64369,0.031186,0.25185,0.036044,0.13828,0.063796,0.58084,0.018638,0.11594,0.17953,0.13848,0.085451,0.05821,0.10977,0.048498,0.016087,0.004399,0.13536,0.052141,0.07362,0.079091,0.0023256,0.59517,0.054881,0.10033,0,0.046682,0.024262,0.053156,0.026786,0.028177,0.060023,0.08468,0.22858,0.061354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5647,0,0,0.51737,0,0.17342,0.76432,0.12482,0.16347,0.45324,0.4124,0,0.3098,0.79229,0.35786,0.33551,0.45797,0.11593,0,0,0.10808,0.37979,0.81809,0.52856,0.50528,0.010669,0,0.61257,0.29384,0.49306,0,0.10023,0.051407,0,0,0,0,0.23762,0,0,0,0.042429,0,0,0,1.1055,0,0,0,0.13064,0,0,0,0.19377,0,0,0,0.060549
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.62833,0,0,0.21946,0.057274,0,0,0,0,0.31845,0,0,0,0,0,0.022387,0,0,0,0.054519,0,0.20428,0,0.060284,0,0.02468,0.24012,0.029566,0.093709,0.12178,0.11092,0.070973,0.08443,0,0.018193,0.060367,0.090862,0.046856,0.24418,0.10522,0.1135,0.017963,0,0.075951,0.074144,0.06046,0.21003,0.060147,0.0066962,0.069052,0.26669,0.16227,0.083825,0.047145,0.10607,0.19552,0.28791,0.20001,0.12681,0.19564,0.12288,0.0206,0.02395,0.11708,0.099923,0.027081,0.17796,0.016136,0.011141,0.076083,0.12469,0.19225,0.17374,0.006774,0.063639,0.040364,0.038053,0.097904,0.13908,0.31246,0.11935
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
